freq,unit,age,sex,geo,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2024,2025,time,values
A,PC_Y_LT60,Y55-59,F,RO,,,,,42.7,38.8,37.3,37.5,37.7,37.0,36.0,29.8,,,2017,26.8
A,PC_Y_LT60,Y55-59,F,SK,,,36.4,29.9,29.0,25.0,22.5,26.7,24.9,23.6,19.9,15.4,,,2017,6.4
A,PC_Y_LT60,Y55-59,M,AT,,14.4,16.3,19.2,20.3,18.2,15.5,18.2,18.7,15.0,14.6,14.7,,,2017,13.5
A,PC_Y_LT60,Y55-59,M,CZ,,,12.8,13.1,12.0,10.8,10.2,10.5,10.3,11.5,9.1,10.7,,,2017,8.5
A,PC_Y_LT60,Y55-59,M,HU,,,19.6,20.4,21.9,22.1,18.8,19.7,20.7,20.2,21.5,18.2,,,2017,13.2
A,PC_Y_LT60,Y55-59,M,PL,,,33.7,30.9,27.1,20.9,17.7,16.5,16.8,15.7,14.5,13.3,,,2017,12.0
A,PC_Y_LT60,Y55-59,M,RO,,,,,24.7,23.2,24.7,23.2,18.4,19.2,16.5,15.3,,,2017,14.4
A,PC_Y_LT60,Y55-59,M,SK,,,12.2,12.7,13.5,10.0,9.2,12.7,14.4,12.1,9.9,13.0,,,2017,8.7
A,PC_Y_LT60,Y55-59,T,AT,,26.7,27.4,27.0,31.0,26.6,26.0,26.6,27.4,20.6,20.9,21.4,,,2017,19.8
A,PC_Y_LT60,Y55-59,T,CZ,,,23.1,22.2,20.9,19.5,18.3,17.6,17.1,17.7,17.8,16.8,,,2017,10.4
A,PC_Y_LT60,Y55-59,T,HU,,,28.1,30.2,29.9,30.1,25.9,23.5,24.3,22.8,25.8,22.9,,,2017,15.9
A,PC_Y_LT60,Y55-59,T,PL,,,40.7,37.0,32.9,28.9,25.1,25.3,24.2,21.9,19.9,18.1,,,2017,15.5
A,PC_Y_LT60,Y55-59,T,RO,,,,,34.4,31.7,31.7,30.7,28.5,28.7,27.1,23.1,,,2017,21.0
A,PC_Y_LT60,Y55-59,T,SK,,,25.9,22.4,22.4,18.7,16.7,20.4,20.3,18.5,15.4,14.2,,,2017,7.5
A,PC_Y_LT60,Y6-11,F,AT,,4.5,3.9,5.4,6.1,6.4,6.8,5.9,9.6,8.1,8.0,9.5,,,2017,9.0
A,PC_Y_LT60,Y6-11,F,CZ,,,10.0,7.9,9.9,6.3,5.5,8.0,6.5,6.5,5.2,9.2,,,2017,3.7
A,PC_Y_LT60,Y6-11,F,HU,,,8.7,14.7,8.3,11.8,11.0,12.4,14.0,15.2,12.7,14.2,,,2017,6.2
A,PC_Y_LT60,Y6-11,F,PL,,,10.4,8.3,7.3,6.3,4.7,4.1,2.5,4.3,4.6,4.6,,,2017,3.0
A,PC_Y_LT60,Y6-11,F,RO,,,,,8.2,6.1,6.3,6.6,6.5,6.4,8.2,6.8,,,2017,3.8
A,PC_Y_LT60,Y6-11,F,SK,,,2.4,3.6,5.0,4.8,6.4,7.8,6.8,5.9,8.8,9.3,,,2017,8.0
A,PC_Y_LT60,Y6-11,M,AT,,5.3,5.7,4.7,4.2,4.1,4.5,5.7,5.2,5.5,7.2,6.0,,,2017,7.5
A,PC_Y_LT60,Y6-11,M,CZ,,,7.4,8.6,11.6,7.9,7.5,5.5,8.5,8.0,7.1,11.2,,,2017,7.7
A,PC_Y_LT60,Y6-11,M,HU,,,10.2,12.9,10.2,12.6,13.0,14.6,13.6,16.2,16.1,14.8,,,2017,6.5
A,PC_Y_LT60,Y6-11,M,PL,,,10.8,8.0,5.9,4.8,3.6,4.1,3.1,5.1,5.9,6.1,,,2017,4.4
A,PC_Y_LT60,Y6-11,M,RO,,,,,8.9,6.1,4.5,2.7,2.6,5.2,5.5,5.5,,,2017,5.9
A,PC_Y_LT60,Y6-11,M,SK,,,4.6,5.5,6.4,4.7,5.4,9.0,7.9,6.5,6.8,9.2,,,2017,6.2
A,PC_Y_LT60,Y6-11,T,AT,,4.9,4.8,5.1,5.1,5.3,5.7,5.8,7.3,6.8,7.6,7.7,,,2017,8.2
A,PC_Y_LT60,Y6-11,T,CZ,,,8.7,8.3,10.8,7.1,6.6,6.6,7.6,7.3,6.2,10.3,,,2017,5.9
A,PC_Y_LT60,Y6-11,T,HU,,,9.5,13.8,9.3,12.2,12.1,13.5,13.8,15.7,14.5,14.5,,,2017,6.3
A,PC_Y_LT60,Y6-11,T,PL,,,10.6,8.1,6.6,5.5,4.1,4.1,2.8,4.7,5.2,5.4,,,2017,3.7
A,PC_Y_LT60,Y6-11,T,RO,,,,,8.5,6.1,5.3,4.6,4.4,5.7,6.8,6.1,,,2017,4.9
A,PC_Y_LT60,Y6-11,T,SK,,,3.6,4.6,5.8,4.7,5.8,8.4,7.4,6.2,7.7,9.3,,,2017,7.1
A,PC_Y_LT60,Y_LT18,F,AT,,4.9,4.8,6.4,6.6,6.5,7.1,5.9,7.9,5.7,6.8,9.5,,,2017,8.6
A,PC_Y_LT60,Y_LT18,F,CZ,,,10.1,8.7,10.2,7.1,5.6,7.7,6.4,6.0,5.7,9.0,,,2017,5.0
A,PC_Y_LT60,Y_LT18,F,HU,,,9.2,14.0,9.3,11.0,11.8,13.7,14.8,16.7,14.5,14.8,,,2017,7.9
A,PC_Y_LT60,Y_LT18,F,PL,,,10.2,8.8,6.8,5.3,4.3,4.2,3.8,4.1,4.5,4.7,,,2017,4.0
A,PC_Y_LT60,Y_LT18,F,RO,,,,,8.2,6.4,5.7,5.6,5.1,6.4,6.3,5.9,,,2017,5.5
A,PC_Y_LT60,Y_LT18,F,SK,,,4.0,4.0,4.9,4.3,5.6,8.3,6.7,6.3,9.0,8.4,,,2017,7.9
A,PC_Y_LT60,Y_LT18,M,AT,,5.0,6.6,7.5,6.0,4.6,4.3,5.9,6.2,6.6,7.6,7.8,,,2017,6.7
A,PC_Y_LT60,Y_LT18,M,CZ,,,8.1,8.6,9.8,8.1,6.6,6.3,7.4,7.2,6.8,9.8,,,2017,7.1
A,PC_Y_LT60,Y_LT18,M,HU,,,10.0,14.0,10.6,11.3,12.0,14.0,14.8,16.1,15.8,15.5,,,2017,7.0
A,PC_Y_LT60,Y_LT18,M,PL,,,11.0,8.5,6.4,4.8,5.1,5.5,4.3,5.0,5.5,5.5,,,2017,4.2
A,PC_Y_LT60,Y_LT18,M,RO,,,,,8.9,5.9,4.9,3.9,4.3,4.8,6.0,6.4,,,2017,6.2
A,PC_Y_LT60,Y_LT18,M,SK,,,5.6,4.9,6.1,4.5,5.2,7.8,7.7,7.9,8.0,7.7,,,2017,6.4
A,PC_Y_LT60,Y_LT18,T,AT,,5.0,5.7,7.0,6.3,5.5,5.7,5.9,7.0,6.1,7.2,8.6,,,2017,7.6
A,PC_Y_LT60,Y_LT18,T,CZ,,,9.1,8.6,10.0,7.6,6.2,7.0,6.9,6.7,6.2,9.4,,,2017,6.2
A,PC_Y_LT60,Y_LT18,T,HU,,,9.6,14.0,10.0,11.1,11.9,13.9,14.8,16.4,15.1,15.2,,,2017,7.5
A,PC_Y_LT60,Y_LT18,T,PL,,,10.6,8.7,6.6,5.0,4.7,4.8,4.1,4.6,5.0,5.1,,,2017,4.1
A,PC_Y_LT60,Y_LT18,T,RO,,,,,8.6,6.1,5.3,4.7,4.7,5.6,6.1,6.1,,,2017,5.8
A,PC_Y_LT60,Y_LT18,T,SK,,,4.8,4.4,5.5,4.4,5.4,8.1,7.3,7.2,8.4,8.1,,,2017,7.1
A,PC_Y_LT60,Y_LT6,F,AT,,5.4,6.5,8.4,8.1,7.3,7.9,6.2,9.5,5.3,8.3,10.1,,,2017,9.1
A,PC_Y_LT60,Y_LT6,F,CZ,,,9.9,7.9,9.4,9.2,6.1,8.7,5.4,5.8,5.6,8.1,,,2017,5.7
A,PC_Y_LT60,Y_LT6,F,HU,,,9.9,15.7,11.4,11.1,14.0,15.7,16.7,17.2,16.1,16.9,,,2017,9.5
A,PC_Y_LT60,Y_LT6,F,PL,,,10.2,7.9,6.0,4.2,2.8,3.3,4.1,3.5,4.7,3.8,,,2017,3.8
A,PC_Y_LT60,Y_LT6,F,RO,,,,,9.4,6.0,4.5,5.7,4.3,5.6,6.3,6.7,,,2017,5.8
A,PC_Y_LT60,Y_LT6,F,SK,,,5.3,6.4,7.8,5.8,8.2,11.1,8.1,6.2,7.9,9.2,,,2017,8.4
A,PC_Y_LT60,Y_LT6,M,AT,,5.9,7.0,9.3,6.9,6.0,4.8,6.4,5.5,7.7,7.0,9.4,,,2017,7.7
A,PC_Y_LT60,Y_LT6,M,CZ,,,9.7,9.9,10.7,7.6,5.7,6.5,7.2,8.2,8.0,11.7,,,2017,7.0
A,PC_Y_LT60,Y_LT6,M,HU,,,9.8,15.6,12.4,11.3,11.7,14.0,16.1,17.8,17.6,18.8,,,2017,8.3
A,PC_Y_LT60,Y_LT6,M,PL,,,11.6,7.7,5.1,3.4,4.9,4.9,4.0,4.0,4.9,5.1,,,2017,3.3
A,PC_Y_LT60,Y_LT6,M,RO,,,,,7.2,5.1,3.8,4.6,6.4,6.9,9.5,10.0,,,2017,7.5
A,PC_Y_LT60,Y_LT6,M,SK,,,5.8,4.9,6.3,5.6,7.1,11.0,9.6,7.6,7.6,6.5,,,2017,5.1
A,PC_Y_LT60,Y_LT6,T,AT,,5.7,6.8,8.9,7.5,6.7,6.3,6.3,7.5,6.5,7.6,9.7,,,2017,8.4
A,PC_Y_LT60,Y_LT6,T,CZ,,,9.8,8.9,10.1,8.4,5.9,7.6,6.3,7.0,6.9,10.1,,,2017,6.4
A,PC_Y_LT60,Y_LT6,T,HU,,,9.9,15.7,11.9,11.2,12.8,14.8,16.4,17.5,16.9,17.9,,,2017,8.9
A,PC_Y_LT60,Y_LT6,T,PL,,,10.9,7.8,5.5,3.8,3.9,4.1,4.1,3.8,4.8,4.5,,,2017,3.5
A,PC_Y_LT60,Y_LT6,T,RO,,,,,8.2,5.5,4.2,5.2,5.4,6.3,8.0,8.4,,,2017,6.6
A,PC_Y_LT60,Y_LT6,T,SK,,,5.6,5.6,7.0,5.7,7.6,11.0,8.9,7.0,7.7,7.9,,,2017,6.8
A,PC_Y_LT60,Y_LT60,F,AT,,7.7,8.5,9.2,9.8,8.6,8.7,8.9,9.7,8.7,8.5,10.5,,,2017,9.2
A,PC_Y_LT60,Y_LT60,F,CZ,,,10.4,9.6,9.9,8.2,7.1,7.6,7.4,7.5,7.7,8.4,,,2017,5.9
A,PC_Y_LT60,Y_LT60,F,HU,,,10.6,13.7,11.8,12.9,12.0,12.5,13.2,13.7,13.6,13.3,,,2017,6.8
A,PC_Y_LT60,Y_LT60,F,PL,,,14.7,13.1,10.7,8.6,7.4,8.0,7.4,7.2,7.4,7.5,,,2017,5.8
A,PC_Y_LT60,Y_LT60,F,RO,,,,,11.0,9.8,9.5,8.9,8.6,9.3,8.9,8.0,,,2017,7.7
A,PC_Y_LT60,Y_LT60,F,SK,,,7.4,6.6,7.2,5.9,6.0,8.4,7.8,7.5,7.9,7.0,,,2017,5.4
A,PC_Y_LT60,Y_LT60,M,AT,,5.9,6.2,7.0,6.6,6.1,5.5,6.7,7.5,6.7,7.0,7.8,,,2017,7.5
A,PC_Y_LT60,Y_LT60,M,CZ,,,7.4,8.2,7.4,6.2,4.8,5.2,5.8,6.1,6.2,6.8,,,2017,5.1
A,PC_Y_LT60,Y_LT60,M,HU,,,8.4,12.5,10.8,11.1,10.6,11.3,12.5,13.2,13.7,12.3,,,2017,6.3
A,PC_Y_LT60,Y_LT60,M,PL,,,13.9,11.8,9.5,7.3,6.4,6.7,6.4,6.5,6.9,7.1,,,2017,5.5
A,PC_Y_LT60,Y_LT60,M,RO,,,,,8.8,7.3,6.7,6.5,6.1,6.5,6.3,6.4,,,2017,6.2
A,PC_Y_LT60,Y_LT60,M,SK,,,5.8,5.8,5.7,4.5,5.1,7.4,7.5,7.0,7.2,7.2,,,2017,5.3
A,PC_Y_LT60,Y_LT60,T,AT,,6.8,7.3,8.1,8.2,7.4,7.1,7.8,8.6,7.7,7.8,9.1,,,2017,8.3
A,PC_Y_LT60,Y_LT60,T,CZ,,,8.9,8.9,8.6,7.2,6.0,6.4,6.6,6.8,6.9,7.6,,,2017,5.5
A,PC_Y_LT60,Y_LT60,T,HU,,,9.5,13.1,11.3,12.0,11.3,11.9,12.8,13.5,13.6,12.8,,,2017,6.6
A,PC_Y_LT60,Y_LT60,T,PL,,,14.3,12.4,10.1,8.0,6.9,7.3,6.9,6.9,7.2,7.3,,,2017,5.7
A,PC_Y_LT60,Y_LT60,T,RO,,,,,9.9,8.5,8.1,7.7,7.3,7.9,7.6,7.2,,,2017,6.9
A,PC_Y_LT60,Y_LT60,T,SK,,,6.6,6.2,6.4,5.2,5.6,7.9,7.7,7.2,7.6,7.1,,,2017,5.4
A,THS,Y12-17,F,AT,,13.4,10.3,15.4,15.9,15.6,21.1,15.4,13.1,11.4,13.6,23.9,23.6,,2017,20.5
A,THS,Y12-17,F,CZ,,,36.9,36.6,40.2,19.6,17.0,19.2,20.7,15.3,16.3,27.2,19.0,9.6,2017,15.1
A,THS,Y12-17,F,HU,,,31.8,46.7,33.3,34.3,41.4,46.5,39.2,50.6,41.2,35.9,9.7,8.8,2017,22.1
A,THS,Y12-17,F,PL,,,151.2,147.5,103.6,75.9,69.6,63.4,53.4,54.9,43.2,62.9,37.7,41.1,2017,50.0
A,THS,Y12-17,F,RO,,,,,57.6,50.9,41.4,32.4,32.0,51.1,33.7,33.2,58.1,43.6,2017,50.7
A,THS,Y12-17,F,SK,,,10.8,6.4,6.6,6.2,6.4,10.8,9.8,11.1,17.1,9.5,5.9,,2017,11.5
A,THS,Y12-17,M,AT,,12.1,21.2,26.0,20.4,10.7,12.2,15.6,22.2,19.5,24.8,22.5,18.2,,2017,14.2
A,THS,Y12-17,M,CZ,,,28.8,29.7,31.1,32.0,24.6,23.4,20.5,16.4,13.9,16.1,26.4,22.7,2017,20.0
A,THS,Y12-17,M,HU,,,36.5,53.8,39.1,33.4,43.1,46.2,42.3,42.1,39.3,35.9,14.6,9.8,2017,15.9
A,THS,Y12-17,M,PL,,,167.9,145.6,118.2,86.5,89.8,93.4,71.0,72.0,65.8,59.6,43.2,40.8,2017,54.9
A,THS,Y12-17,M,RO,,,,,88.4,50.3,45.5,34.9,34.3,23.4,31.4,38.3,26.6,47.0,2017,46.1
A,THS,Y12-17,M,SK,,,15.2,10.5,13.5,8.4,8.6,11.0,12.9,17.0,18.7,11.4,9.1,,2017,13.3
A,THS,Y12-17,T,AT,,25.5,31.4,41.4,36.3,26.3,33.3,31.0,35.3,30.9,38.4,46.3,41.7,,2017,34.6
A,THS,Y12-17,T,CZ,,,65.7,66.3,71.3,51.6,41.6,42.6,41.2,31.7,30.3,43.3,45.4,32.3,2017,35.1
A,THS,Y12-17,T,HU,,,68.3,100.5,72.3,67.8,84.5,92.7,81.4,92.7,80.5,71.8,24.3,18.6,2017,38.0
A,THS,Y12-17,T,PL,,,319.0,293.0,221.7,162.4,159.4,156.8,124.4,126.8,109.0,122.6,81.0,81.9,2017,104.8
A,THS,Y12-17,T,RO,,,,,145.9,101.2,86.9,67.3,66.3,74.5,65.2,71.5,84.7,90.6,2017,96.8
A,THS,Y12-17,T,SK,,,26.0,16.9,20.1,14.6,15.1,21.9,22.7,28.1,35.8,20.9,15.0,,2017,24.9
A,THS,Y15-19,F,AT,,11.7,9.5,10.6,11.3,13.9,20.4,17.8,15.8,8.9,9.9,18.7,10.7,,2017,10.9
A,THS,Y15-19,F,CZ,,,16.8,20.0,31.1,18.7,15.6,19.3,19.9,22.2,21.8,22.0,12.5,8.4,2017,9.6
A,THS,Y15-19,F,HU,,,26.2,31.9,30.7,36.5,38.0,40.7,31.1,40.2,34.2,36.5,13.9,11.7,2017,15.1
A,THS,Y15-19,F,PL,,,143.4,159.1,109.4,73.5,57.3,56.9,50.0,54.9,53.2,55.9,25.1,34.2,2017,49.8
A,THS,Y15-19,F,RO,,,,,49.2,49.9,41.2,34.6,31.3,37.0,25.4,33.5,25.1,45.4,2017,37.7
A,THS,Y15-19,F,SK,,,9.9,8.2,7.9,7.0,7.1,11.9,8.3,11.5,11.9,6.1,4.9,,2017,12.1
A,THS,Y15-19,M,AT,,9.4,15.5,15.0,19.1,10.0,6.8,16.6,18.6,13.2,13.7,15.0,12.8,,2017,9.7
A,THS,Y15-19,M,CZ,,,30.5,37.5,30.7,25.9,24.8,22.4,26.5,18.5,16.6,14.4,17.1,16.7,2017,16.0
A,THS,Y15-19,M,HU,,,27.3,51.1,43.4,36.1,39.9,41.2,36.1,39.2,34.8,24.1,15.9,7.5,2017,12.0
A,THS,Y15-19,M,PL,,,185.7,158.7,130.7,84.8,70.1,74.6,61.8,75.1,64.1,65.8,30.6,28.1,2017,53.6
A,THS,Y15-19,M,RO,,,,,76.3,54.2,41.8,31.5,28.6,11.5,30.8,27.1,23.0,36.6,2017,52.1
A,THS,Y15-19,M,SK,,,15.3,13.8,13.4,9.8,11.1,13.3,14.8,15.0,17.2,9.5,8.2,,2017,8.5
A,THS,Y15-19,T,AT,,21.1,25.0,25.6,30.3,23.9,27.1,34.4,34.5,22.1,23.6,33.7,23.5,,2017,20.6
A,THS,Y15-19,T,CZ,,,47.3,57.5,61.7,44.6,40.5,41.7,46.3,40.7,38.4,36.4,29.6,25.1,2017,25.7
A,THS,Y15-19,T,HU,,,53.5,83.0,74.0,72.6,77.9,81.9,67.2,79.4,69.0,60.6,29.9,19.3,2017,27.1
A,THS,Y15-19,T,PL,,,329.1,317.8,240.1,158.3,127.4,131.5,111.8,130.0,117.3,121.7,55.7,62.3,2017,103.4
A,THS,Y15-19,T,RO,,,,,125.5,104.1,83.0,66.0,59.8,48.5,56.2,60.7,48.1,81.9,2017,89.8
A,THS,Y15-19,T,SK,,,25.2,22.0,21.4,16.8,18.2,25.1,23.1,26.5,29.0,15.6,13.1,,2017,20.6
A,THS,Y15-24,F,AT,12.0,26.6,25.1,29.5,29.0,30.0,33.5,29.3,30.0,30.1,25.1,38.9,25.4,,2017,33.3
A,THS,Y15-24,F,CZ,,,40.8,34.9,46.6,34.0,28.9,33.1,31.1,31.9,39.2,34.9,22.0,17.1,2017,22.2
A,THS,Y15-24,F,HU,,,46.1,60.9,65.2,72.1,64.3,69.3,66.6,82.9,80.4,75.2,26.0,27.8,2017,27.7
A,THS,Y15-24,F,PL,,,346.6,329.1,232.3,174.5,132.9,152.8,123.7,118.9,123.2,141.6,59.5,60.2,2017,94.2
A,THS,Y15-24,F,RO,,,,,90.2,87.2,72.8,71.3,68.4,78.4,66.6,56.5,36.0,80.0,2017,62.5
A,THS,Y15-24,F,SK,,,20.0,17.1,18.7,14.7,16.8,25.0,17.6,20.9,22.5,14.3,8.5,,2017,16.1
A,THS,Y15-24,M,AT,9.5,20.0,27.1,30.0,30.1,23.1,23.0,34.1,34.4,26.7,26.3,27.4,22.7,,2017,24.6
A,THS,Y15-24,M,CZ,,,52.9,60.7,57.2,39.1,28.2,38.2,40.8,30.0,33.5,24.9,25.4,24.4,2017,25.3
A,THS,Y15-24,M,HU,,,39.1,78.5,67.0,69.8,69.9,66.5,67.3,81.2,76.0,59.1,27.8,15.4,2017,27.0
A,THS,Y15-24,M,PL,,,370.1,324.0,265.1,180.0,152.7,174.0,146.3,165.7,147.7,137.6,53.3,58.4,2017,102.7
A,THS,Y15-24,M,RO,,,,,121.7,104.7,81.8,70.5,65.2,58.3,66.6,57.4,43.4,73.9,2017,89.0
A,THS,Y15-24,M,SK,,,24.8,20.9,24.2,16.9,18.0,24.3,26.5,28.4,32.2,19.8,12.0,,2017,13.8
A,THS,Y15-24,T,AT,21.4,46.7,52.3,59.5,59.1,53.1,56.5,63.5,64.4,56.8,51.4,66.3,48.1,,2017,58.0
A,THS,Y15-24,T,CZ,,,93.7,95.6,103.9,73.1,57.2,71.3,71.9,61.9,72.6,59.8,47.4,41.5,2017,47.6
A,THS,Y15-24,T,HU,,,85.2,139.3,132.2,141.9,134.1,135.8,133.9,164.0,156.4,134.2,53.8,43.2,2017,54.6
A,THS,Y15-24,T,PL,,,716.7,653.1,497.4,354.6,285.6,326.9,270.0,284.6,270.9,279.1,112.7,118.6,2017,196.9
A,THS,Y15-24,T,RO,,,,,211.9,191.8,154.5,141.9,133.5,136.6,133.1,113.9,79.4,153.9,2017,151.5
A,THS,Y15-24,T,SK,,,44.8,38.0,42.8,31.7,34.8,49.3,44.1,49.3,54.8,34.0,20.6,,2017,29.9
A,THS,Y15-29,F,AT,12.8,39.2,47.9,42.3,49.1,44.0,55.1,57.8,53.3,59.0,43.2,60.2,37.1,,2017,60.2
A,THS,Y15-29,F,CZ,,,71.9,64.9,71.4,55.8,48.3,50.2,54.6,56.1,58.5,63.3,42.8,28.2,2017,40.9
A,THS,Y15-29,F,HU,,,62.9,88.3,86.0,103.7,88.0,103.0,100.2,112.4,111.5,108.0,35.2,40.6,2017,44.1
A,THS,Y15-29,F,PL,,,505.9,467.1,305.2,227.7,192.1,230.1,191.5,177.0,194.5,228.9,89.3,91.2,2017,132.3
A,THS,Y15-29,F,RO,,,,,141.1,117.1,100.6,87.5,94.2,108.1,102.0,101.4,69.6,103.1,2017,97.8
A,THS,Y15-29,F,SK,,,29.5,25.3,27.6,21.1,23.1,35.1,26.2,29.9,32.6,27.0,16.6,,2017,25.2
A,THS,Y15-29,M,AT,10.1,40.2,50.7,51.9,49.3,38.3,36.3,53.2,64.0,51.5,48.5,51.1,44.9,,2017,63.9
A,THS,Y15-29,M,CZ,,,72.9,86.2,69.2,50.8,39.7,51.4,57.7,54.5,47.8,43.9,38.9,31.1,2017,35.4
A,THS,Y15-29,M,HU,,,53.0,105.2,89.9,93.3,92.1,87.0,95.5,113.9,110.5,89.4,37.5,23.7,2017,36.0
A,THS,Y15-29,M,PL,,,563.6,471.3,381.1,247.2,230.5,241.0,220.1,220.0,226.7,218.6,91.2,79.9,2017,151.1
A,THS,Y15-29,M,RO,,,,,165.1,132.3,101.5,109.6,107.1,106.4,100.2,99.5,62.8,94.9,2017,135.2
A,THS,Y15-29,M,SK,,,32.0,30.9,30.1,23.3,27.9,38.1,37.3,37.3,40.2,32.0,21.9,,2017,21.2
A,THS,Y15-29,T,AT,23.0,79.3,98.6,94.2,98.4,82.4,91.4,110.9,117.2,110.5,91.7,111.3,82.0,,2017,124.1
A,THS,Y15-29,T,CZ,,,144.9,151.1,140.6,106.7,87.9,101.6,112.2,110.6,106.4,107.2,81.7,59.2,2017,76.3
A,THS,Y15-29,T,HU,,,115.9,193.6,175.9,197.0,180.1,190.1,195.7,226.3,222.0,197.4,72.7,64.3,2017,80.1
A,THS,Y15-29,T,PL,,,1069.6,938.4,686.3,474.8,422.7,471.2,411.6,397.0,421.2,447.4,180.5,171.1,2017,283.4
A,THS,Y15-29,T,RO,,,,,306.2,249.3,202.1,197.1,201.3,214.5,202.2,200.9,132.4,198.0,2017,233.0
A,THS,Y15-29,T,SK,,,61.6,56.2,57.6,44.5,51.1,73.2,63.5,67.2,72.8,59.0,38.6,,2017,46.4
A,THS,Y16-19,F,AT,,10.5,9.5,8.7,6.3,12.1,17.0,17.2,12.6,7.0,6.3,15.1,8.8,,2017,8.2
A,THS,Y16-19,F,CZ,,,12.4,15.1,25.0,15.3,14.0,13.9,18.6,20.4,20.0,15.5,12.2,7.7,2017,8.2
A,THS,Y16-19,F,HU,,,19.5,26.7,23.2,27.0,31.1,35.2,26.2,30.2,26.6,29.1,11.3,9.9,2017,10.6
A,THS,Y16-19,F,PL,,,121.8,134.3,95.5,61.7,46.2,48.1,40.8,46.9,45.6,50.1,16.7,27.2,2017,41.3
A,THS,Y16-19,F,RO,,,,,37.1,39.0,34.7,27.2,28.2,27.5,17.0,27.7,21.3,33.4,2017,30.2
A,THS,Y16-19,F,SK,,,7.5,7.0,7.3,5.7,5.7,9.7,6.7,9.9,10.9,5.5,4.3,,2017,9.7
A,THS,Y16-19,M,AT,,8.9,12.1,13.6,13.0,7.3,5.0,13.3,17.2,12.5,11.3,11.4,6.7,,2017,8.9
A,THS,Y16-19,M,CZ,,,28.8,31.3,25.9,21.6,16.8,17.6,24.2,16.7,14.5,11.2,11.9,10.6,2017,12.9
A,THS,Y16-19,M,HU,,,22.6,41.6,37.3,31.7,29.4,32.0,29.9,32.9,27.2,20.2,14.6,5.4,2017,7.3
A,THS,Y16-19,M,PL,,,153.3,135.1,105.3,71.8,56.0,61.5,54.0,56.6,54.9,58.8,26.9,23.4,2017,42.5
A,THS,Y16-19,M,RO,,,,,65.5,50.8,35.8,27.7,23.4,6.8,21.2,22.3,18.5,31.9,2017,33.2
A,THS,Y16-19,M,SK,,,12.7,11.1,12.2,8.2,9.9,12.2,12.8,11.1,14.1,6.3,6.4,,2017,5.9
A,THS,Y16-19,T,AT,,19.4,21.6,22.3,19.3,19.4,22.0,30.5,29.8,19.5,17.7,26.5,15.5,,2017,17.1
A,THS,Y16-19,T,CZ,,,41.2,46.4,50.8,36.9,30.8,31.4,42.8,37.1,34.5,26.6,24.1,18.3,2017,21.1
A,THS,Y16-19,T,HU,,,42.1,68.4,60.5,58.7,60.5,67.2,56.1,63.0,53.8,49.3,25.8,15.3,2017,17.9
A,THS,Y16-19,T,PL,,,275.1,269.4,200.8,133.5,102.1,109.7,94.8,103.5,100.5,108.8,43.6,50.6,2017,83.9
A,THS,Y16-19,T,RO,,,,,102.6,89.7,70.5,55.0,51.5,34.3,38.2,50.0,39.8,65.3,2017,63.4
A,THS,Y16-19,T,SK,,,20.2,18.1,19.6,13.9,15.5,21.8,19.5,21.0,25.0,11.8,10.7,,2017,15.6
A,THS,Y16-24,F,AT,11.6,25.4,25.1,27.6,24.0,28.2,30.2,28.7,26.7,28.2,21.5,35.4,23.5,,2017,30.7
A,THS,Y16-24,F,CZ,,,36.4,30.0,40.5,30.6,27.3,27.7,29.8,30.1,37.4,28.4,21.7,16.4,2017,20.8
A,THS,Y16-24,F,HU,,,39.4,55.7,57.8,62.7,57.4,63.8,61.7,72.9,72.9,67.8,23.3,26.0,2017,23.2
A,THS,Y16-24,F,PL,,,325.0,304.3,218.4,162.7,121.8,144.1,114.5,110.8,115.6,135.7,51.0,53.1,2017,85.7
A,THS,Y16-24,F,RO,,,,,78.1,76.2,66.3,64.0,65.3,68.9,58.2,50.7,32.3,68.0,2017,54.9
A,THS,Y16-24,F,SK,,,17.6,15.9,18.0,13.4,15.3,22.8,16.1,19.3,21.6,13.7,8.0,,2017,13.7
A,THS,Y16-24,M,AT,9.5,19.5,23.7,28.6,24.0,20.4,21.2,30.9,33.0,26.0,23.9,23.8,16.6,,2017,23.8
A,THS,Y16-24,M,CZ,,,51.2,54.5,52.4,34.9,20.2,33.3,38.5,28.1,31.4,21.6,20.2,18.3,2017,22.2
A,THS,Y16-24,M,HU,,,34.5,69.0,61.0,65.4,59.4,57.3,61.1,74.9,68.4,55.1,26.4,13.3,2017,22.2
A,THS,Y16-24,M,PL,,,337.7,300.4,239.6,167.0,138.5,160.9,138.5,147.3,138.5,130.6,49.6,53.7,2017,91.6
A,THS,Y16-24,M,RO,,,,,110.9,101.2,75.7,66.8,60.0,53.6,57.0,52.6,38.9,69.2,2017,70.2
A,THS,Y16-24,M,SK,,,22.2,18.2,23.0,15.3,16.7,23.2,24.4,24.5,29.2,16.6,10.3,,2017,11.2
A,THS,Y16-24,T,AT,21.1,44.9,48.8,56.2,48.0,48.6,51.4,59.6,59.7,54.3,45.4,59.2,40.1,,2017,54.6
A,THS,Y16-24,T,CZ,,,87.6,84.6,93.0,65.4,47.5,61.1,68.4,58.3,68.8,50.0,41.8,34.7,2017,43.0
