freq,unit,incgrp,age,sex,geo,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2024,2025,time,values
A,PC,B_MD60,Y12-17,T,HU,,,35.9,33.9,28.9,29.5,27.9,25.6,30.2,26.7,30.7,26.7,30.0,18.5,2016,23.2
A,PC,B_MD60,Y12-17,T,PL,,,42.8,33.5,29.7,27.5,19.8,23.6,28.6,26.7,27.9,27.7,18.9,20.9,2016,28.4
A,PC,B_MD60,Y12-17,T,RO,,,,,37.7,38.2,32.2,31.9,19.3,39.4,36.5,36.3,12.0,10.7,2016,35.6
A,PC,B_MD60,Y12-17,T,SK,,,54.2,49.8,48.6,16.1,34.6,31.7,36.1,29.4,30.7,27.0,25.4,,2016,27.1
A,PC,B_MD60,Y15-19,F,AT,,42.8,30.7,19.9,20.5,13.9,24.5,16.3,16.0,38.0,35.2,36.1,16.5,,2016,25.8
A,PC,B_MD60,Y15-19,F,CZ,,,11.9,26.4,24.8,45.7,48.8,49.7,35.6,48.9,49.9,30.0,43.0,37.3,2016,33.9
A,PC,B_MD60,Y15-19,F,HU,,,43.6,29.8,28.4,29.9,25.5,28.1,38.0,31.0,23.7,25.8,30.0,13.2,2016,26.3
A,PC,B_MD60,Y15-19,F,PL,,,43.6,37.4,33.4,30.9,23.9,26.7,27.9,29.7,29.6,27.4,15.3,18.1,2016,24.2
A,PC,B_MD60,Y15-19,F,RO,,,,,41.8,42.0,33.6,33.9,23.5,33.2,38.4,30.5,7.0,26.2,2016,39.5
A,PC,B_MD60,Y15-19,F,SK,,,50.6,48.2,46.2,16.1,34.6,38.8,31.6,32.5,32.3,30.4,33.5,,2016,26.4
A,PC,B_MD60,Y15-19,M,AT,,36.5,13.3,21.3,17.1,14.7,14.3,36.9,28.0,41.3,29.2,42.3,23.0,,2016,27.7
A,PC,B_MD60,Y15-19,M,CZ,,,23.7,29.1,34.4,46.8,45.0,29.1,26.8,34.6,45.7,25.5,42.4,27.7,2016,48.8
A,PC,B_MD60,Y15-19,M,HU,,,49.2,33.5,25.9,28.5,33.1,29.2,28.4,30.9,35.5,31.4,35.5,14.1,2016,27.7
A,PC,B_MD60,Y15-19,M,PL,,,44.9,33.4,28.4,27.0,22.1,20.6,33.0,28.7,25.8,27.2,19.3,22.4,2016,26.9
A,PC,B_MD60,Y15-19,M,RO,,,,,43.3,41.3,23.4,31.5,19.4,41.2,24.6,37.3,11.2,11.3,2016,32.8
A,PC,B_MD60,Y15-19,M,SK,,,51.6,53.4,51.0,11.4,32.7,33.5,45.4,24.7,23.3,33.9,23.4,,2016,28.5
A,PC,B_MD60,Y15-19,T,AT,,40.0,22.6,20.6,18.9,14.3,19.9,27.0,21.9,39.6,32.2,39.7,19.2,,2016,26.8
A,PC,B_MD60,Y15-19,T,CZ,,,18.7,28.0,29.6,46.4,46.5,38.1,30.7,41.2,47.8,27.7,42.6,31.3,2016,42.1
A,PC,B_MD60,Y15-19,T,HU,,,46.7,31.9,27.1,29.2,29.3,28.6,33.5,30.9,30.5,28.4,32.7,13.6,2016,27.0
A,PC,B_MD60,Y15-19,T,PL,,,44.3,35.4,30.8,28.9,23.0,23.6,30.4,29.2,27.6,27.3,17.5,20.0,2016,25.6
A,PC,B_MD60,Y15-19,T,RO,,,,,42.6,41.7,28.6,32.6,21.4,37.2,31.4,34.1,9.4,17.9,2016,36.1
A,PC,B_MD60,Y15-19,T,SK,,,51.1,50.9,48.7,13.7,33.6,36.0,38.9,28.2,26.8,32.5,28.2,,2016,27.5
A,PC,B_MD60,Y15-24,F,AT,,49.8,38.1,38.9,36.4,24.2,37.1,31.8,32.4,48.6,44.3,44.1,24.5,,2016,40.7
A,PC,B_MD60,Y15-24,F,CZ,,,23.0,32.6,28.0,45.5,48.3,53.6,39.7,47.9,48.6,36.1,42.9,42.8,2016,48.6
A,PC,B_MD60,Y15-24,F,HU,,,48.0,33.7,39.3,37.1,33.8,32.0,42.1,33.6,37.5,33.8,39.3,15.4,2016,26.2
A,PC,B_MD60,Y15-24,F,PL,,,46.1,36.4,32.0,31.5,27.1,28.2,31.9,37.6,31.3,31.4,18.7,18.2,2016,27.6
A,PC,B_MD60,Y15-24,F,RO,,,,,46.2,41.8,36.5,39.7,25.4,36.5,42.2,36.8,11.6,28.7,2016,38.4
A,PC,B_MD60,Y15-24,F,SK,,,53.6,48.1,47.7,14.1,36.0,35.7,33.0,35.2,31.1,27.4,30.0,,2016,31.8
A,PC,B_MD60,Y15-24,M,AT,,49.0,31.1,28.8,36.8,24.2,37.6,38.6,41.9,50.2,42.1,46.6,24.3,,2016,48.1
A,PC,B_MD60,Y15-24,M,CZ,,,30.0,30.0,34.3,40.4,42.2,35.9,31.2,36.6,40.5,29.8,39.8,33.5,2016,48.6
A,PC,B_MD60,Y15-24,M,HU,,,46.4,31.1,29.2,37.2,37.3,33.4,35.1,32.6,40.2,37.4,41.8,12.8,2016,25.6
A,PC,B_MD60,Y15-24,M,PL,,,45.4,34.4,29.9,28.7,25.8,22.6,34.4,27.4,28.9,26.8,21.4,22.7,2016,25.7
A,PC,B_MD60,Y15-24,M,RO,,,,,44.8,43.1,26.4,35.2,19.6,41.5,31.0,38.3,19.8,31.6,2016,33.0
A,PC,B_MD60,Y15-24,M,SK,,,49.3,55.2,52.0,13.1,37.4,33.2,41.6,30.7,28.5,29.7,21.9,,2016,34.0
A,PC,B_MD60,Y15-24,T,AT,,49.5,34.9,34.2,36.5,24.2,37.3,35.1,37.1,49.4,43.3,45.4,24.4,,2016,44.5
A,PC,B_MD60,Y15-24,T,CZ,,,26.9,31.1,31.3,42.8,44.8,43.8,34.8,42.2,44.5,33.1,41.1,37.6,2016,48.6
A,PC,B_MD60,Y15-24,T,HU,,,47.2,32.3,34.3,37.2,35.5,32.6,38.8,33.1,38.8,35.5,40.5,14.1,2016,25.9
A,PC,B_MD60,Y15-24,T,PL,,,45.7,35.4,30.9,30.1,26.5,25.4,33.1,32.4,30.1,29.2,20.1,20.3,2016,26.7
A,PC,B_MD60,Y15-24,T,RO,,,,,45.5,42.5,31.6,37.4,22.5,39.1,36.5,37.6,16.1,30.3,2016,35.6
A,PC,B_MD60,Y15-24,T,SK,,,51.4,51.9,49.9,13.6,36.6,34.4,37.5,32.9,29.6,28.6,26.0,,2016,32.8
A,PC,B_MD60,Y15-29,F,AT,,48.6,40.6,35.9,41.9,23.4,44.7,40.1,35.8,47.2,48.8,46.1,31.7,,2016,43.2
A,PC,B_MD60,Y15-29,F,CZ,,,34.0,38.7,32.4,48.9,52.0,57.6,40.8,47.1,50.5,37.4,47.7,44.8,2016,47.7
A,PC,B_MD60,Y15-29,F,HU,,,46.1,39.3,41.5,42.3,34.2,33.2,42.2,34.4,37.8,34.1,36.5,18.5,2016,30.3
A,PC,B_MD60,Y15-29,F,PL,,,46.5,36.8,33.9,31.2,28.2,28.8,31.2,36.5,33.9,29.9,22.9,18.0,2016,28.9
A,PC,B_MD60,Y15-29,F,RO,,,,,41.8,37.5,35.9,44.0,24.9,37.8,40.3,36.9,15.7,26.5,2016,34.2
A,PC,B_MD60,Y15-29,F,SK,,,54.6,52.0,50.9,20.4,36.1,33.3,31.2,34.7,33.2,31.5,33.7,,2016,31.5
A,PC,B_MD60,Y15-29,M,AT,,52.1,36.1,32.8,33.2,28.3,48.3,40.4,39.9,48.5,52.2,45.3,35.4,,2016,45.4
A,PC,B_MD60,Y15-29,M,CZ,,,34.7,34.7,35.8,42.8,47.1,41.5,35.2,37.1,41.1,35.4,42.8,38.7,2016,51.7
A,PC,B_MD60,Y15-29,M,HU,,,48.1,32.4,30.7,40.7,39.0,35.0,38.5,34.0,41.4,34.5,37.9,14.2,2016,26.0
A,PC,B_MD60,Y15-29,M,PL,,,45.0,34.8,32.4,29.8,26.7,23.3,32.7,28.5,28.7,26.9,19.9,20.6,2016,26.3
A,PC,B_MD60,Y15-29,M,RO,,,,,44.7,41.8,26.5,38.0,21.8,43.9,33.1,38.9,19.1,31.1,2016,33.4
A,PC,B_MD60,Y15-29,M,SK,,,50.6,58.4,51.0,14.1,38.1,33.4,41.0,29.5,28.2,30.1,31.7,,2016,34.2
A,PC,B_MD60,Y15-29,T,AT,,50.2,38.4,34.4,38.0,25.7,46.4,40.2,37.9,47.8,50.5,45.7,33.2,,2016,44.3
A,PC,B_MD60,Y15-29,T,CZ,,,34.4,36.6,34.0,45.9,49.4,49.3,37.8,42.3,46.0,36.5,45.1,41.5,2016,49.6
A,PC,B_MD60,Y15-29,T,HU,,,47.1,35.8,36.3,41.6,36.5,34.1,40.5,34.2,39.6,34.3,37.2,16.3,2016,28.2
A,PC,B_MD60,Y15-29,T,PL,,,45.7,35.8,33.1,30.5,27.5,26.0,31.9,32.3,31.3,28.5,21.3,19.2,2016,27.6
A,PC,B_MD60,Y15-29,T,RO,,,,,43.3,39.5,31.4,40.9,23.3,40.9,36.6,38.0,17.6,28.9,2016,33.8
A,PC,B_MD60,Y15-29,T,SK,,,52.7,55.4,51.0,17.4,37.1,33.3,36.4,32.0,30.5,30.8,32.7,,2016,32.7
A,PC,B_MD60,Y16-19,F,AT,,41.3,33.2,21.3,20.5,11.5,23.4,21.1,17.5,42.2,41.7,32.6,15.1,,2016,26.9
A,PC,B_MD60,Y16-19,F,CZ,,,15.1,27.3,27.9,44.0,49.2,53.9,36.0,50.9,51.4,31.5,47.3,38.8,2016,38.1
A,PC,B_MD60,Y16-19,F,HU,,,48.4,31.5,27.1,29.4,26.9,31.3,39.1,33.5,25.8,28.2,32.3,9.6,2016,23.9
A,PC,B_MD60,Y16-19,F,PL,,,44.2,36.2,35.9,32.9,24.0,27.5,28.5,27.5,28.7,29.7,13.2,17.1,2016,23.2
A,PC,B_MD60,Y16-19,F,RO,,,,,45.6,41.0,40.6,31.6,24.0,36.1,36.1,29.4,8.7,29.7,2016,38.5
A,PC,B_MD60,Y16-19,F,SK,,,51.3,49.9,45.7,17.5,30.1,39.2,30.3,35.0,32.2,33.9,34.6,,2016,26.2
A,PC,B_MD60,Y16-19,M,AT,,35.3,11.9,25.5,16.3,16.1,,42.6,30.7,43.2,38.4,44.8,17.2,,2016,33.7
A,PC,B_MD60,Y16-19,M,CZ,,,23.9,28.1,34.3,45.9,45.1,26.6,28.4,36.3,47.5,24.7,40.7,25.0,2016,60.9
A,PC,B_MD60,Y16-19,M,HU,,,50.2,33.0,26.1,25.0,34.4,31.6,29.4,33.9,33.3,29.3,34.1,8.2,2016,25.6
A,PC,B_MD60,Y16-19,M,PL,,,45.9,34.1,28.8,27.5,21.8,21.0,31.6,30.0,25.9,28.8,21.4,22.4,2016,27.1
A,PC,B_MD60,Y16-19,M,RO,,,,,46.0,42.7,24.3,33.0,20.5,35.1,24.7,37.7,14.0,11.1,2016,35.9
A,PC,B_MD60,Y16-19,M,SK,,,50.9,52.9,51.4,11.5,33.3,32.5,46.3,24.0,20.1,30.1,18.2,,2016,33.6
A,PC,B_MD60,Y16-19,T,AT,,38.9,24.3,23.5,18.5,13.7,18.8,31.7,24.0,42.7,40.0,39.6,15.9,,2016,30.3
A,PC,B_MD60,Y16-19,T,CZ,,,20.4,27.8,31.2,45.1,46.9,38.9,31.9,42.7,49.5,27.9,43.7,30.6,2016,50.0
A,PC,B_MD60,Y16-19,T,HU,,,49.4,32.4,26.6,27.1,30.6,31.4,34.7,33.7,30.1,28.7,33.2,8.8,2016,24.7
A,PC,B_MD60,Y16-19,T,PL,,,45.0,35.2,32.3,30.1,22.9,24.2,30.0,28.8,27.3,29.2,17.7,19.4,2016,25.2
A,PC,B_MD60,Y16-19,T,RO,,,,,45.9,41.9,32.5,32.4,22.1,35.6,30.2,34.0,11.8,19.7,2016,37.2
A,PC,B_MD60,Y16-19,T,SK,,,51.1,51.5,48.6,14.5,31.8,35.6,39.1,28.9,24.9,31.6,26.8,,2016,29.8
A,PC,B_MD60,Y16-24,F,AT,,49.8,39.9,42.0,37.8,24.0,37.6,35.4,33.8,51.0,47.7,43.4,24.7,,2016,42.1
A,PC,B_MD60,Y16-24,F,CZ,,,26.4,34.1,30.7,44.6,48.5,56.6,40.2,48.9,49.4,37.6,45.5,44.0,2016,51.9
A,PC,B_MD60,Y16-24,F,HU,,,50.6,35.1,40.1,37.9,35.5,34.0,42.9,34.9,39.4,35.8,41.2,14.3,2016,24.9
A,PC,B_MD60,Y16-24,F,PL,,,46.6,35.7,33.1,32.5,27.5,28.7,32.5,37.4,31.2,32.9,18.2,17.7,2016,27.4
A,PC,B_MD60,Y16-24,F,RO,,,,,49.0,41.3,40.4,39.6,25.8,38.4,41.8,37.4,13.6,30.5,2016,37.7
A,PC,B_MD60,Y16-24,F,SK,,,54.3,49.1,47.5,14.7,33.9,35.5,32.5,36.7,31.0,28.5,30.4,,2016,32.2
A,PC,B_MD60,Y16-24,M,AT,,50.5,34.1,32.1,39.2,26.1,40.7,41.3,43.7,51.6,47.3,48.1,21.4,,2016,52.6
A,PC,B_MD60,Y16-24,M,CZ,,,30.7,29.5,34.2,39.3,41.7,35.4,32.5,37.8,40.9,29.9,38.4,33.0,2016,54.1
A,PC,B_MD60,Y16-24,M,HU,,,46.7,30.4,29.8,35.9,38.5,35.2,36.4,34.2,39.8,37.2,41.6,10.3,2016,24.3
A,PC,B_MD60,Y16-24,M,PL,,,45.9,34.8,30.3,29.1,26.2,23.0,33.7,27.9,29.2,27.6,22.6,22.7,2016,25.7
A,PC,B_MD60,Y16-24,M,RO,,,,,46.6,44.1,27.3,36.5,20.1,38.9,31.9,38.6,23.2,35.6,2016,34.7
A,PC,B_MD60,Y16-24,M,SK,,,48.7,55.2,52.4,13.3,38.2,32.6,41.7,30.9,27.0,26.7,18.8,,2016,37.7
A,PC,B_MD60,Y16-24,T,AT,,50.1,37.4,37.5,38.4,25.0,39.1,38.2,38.7,51.3,47.5,45.8,23.5,,2016,47.3
A,PC,B_MD60,Y16-24,T,CZ,,,28.9,31.4,32.6,41.8,44.9,45.2,35.9,43.1,45.1,33.9,41.5,38.1,2016,52.9
A,PC,B_MD60,Y16-24,T,HU,,,48.6,32.7,35.0,36.9,36.9,34.6,39.9,34.6,39.6,36.5,41.4,12.3,2016,24.6
A,PC,B_MD60,Y16-24,T,PL,,,46.3,35.3,31.6,30.8,26.9,25.9,33.1,32.6,30.2,30.3,20.5,20.1,2016,26.6
A,PC,B_MD60,Y16-24,T,RO,,,,,47.7,42.7,33.9,37.9,22.9,38.7,36.7,38.1,18.9,33.2,2016,36.2
A,PC,B_MD60,Y16-24,T,SK,,,51.5,52.4,49.9,14.0,36.0,34.0,37.4,33.7,28.8,27.6,25.0,,2016,34.6
A,PC,B_MD60,Y16-29,F,AT,,48.5,42.1,37.8,43.2,23.2,45.4,42.6,36.8,48.7,51.4,45.7,32.4,,2016,44.3
A,PC,B_MD60,Y16-29,F,CZ,,,36.8,40.2,34.9,48.5,52.3,60.2,41.2,47.7,51.2,38.5,50.0,45.8,2016,50.1
A,PC,B_MD60,Y16-29,F,HU,,,47.7,40.8,42.4,43.4,35.5,34.9,42.8,35.5,39.2,35.7,37.8,17.9,2016,29.7
A,PC,B_MD60,Y16-29,F,PL,,,47.0,36.4,34.9,31.9,28.6,29.3,31.6,36.2,34.0,30.9,22.8,17.6,2016,28.8
A,PC,B_MD60,Y16-29,F,RO,,,,,43.1,36.7,38.5,44.5,25.2,39.2,39.7,37.4,17.8,27.6,2016,33.3
A,PC,B_MD60,Y16-29,F,SK,,,55.2,53.2,50.9,21.3,34.6,33.0,30.6,35.9,33.2,32.6,34.2,,2016,31.8
A,PC,B_MD60,Y16-29,M,AT,,53.4,38.4,35.4,34.5,29.9,51.6,42.3,41.0,49.3,56.0,46.3,35.2,,2016,48.3
A,PC,B_MD60,Y16-29,M,CZ,,,35.6,34.8,35.8,42.1,47.5,41.9,36.7,38.1,41.5,36.0,42.0,39.1,2016,56.9
A,PC,B_MD60,Y16-29,M,HU,,,48.4,32.0,31.3,39.9,40.0,36.5,39.7,35.4,41.2,34.1,37.5,12.6,2016,25.0
A,PC,B_MD60,Y16-29,M,PL,,,45.3,35.1,32.9,30.2,27.1,23.7,32.2,28.9,28.9,27.5,20.6,20.4,2016,26.3
A,PC,B_MD60,Y16-29,M,RO,,,,,46.0,42.5,27.1,39.3,22.3,42.4,34.0,39.2,21.7,34.1,2016,34.6
A,PC,B_MD60,Y16-29,M,SK,,,50.2,58.9,51.2,14.3,38.7,33.0,41.1,29.6,26.9,28.1,30.7,,2016,36.6
A,PC,B_MD60,Y16-29,T,AT,,50.7,40.4,36.6,39.4,26.2,48.3,42.5,39.0,49.0,53.7,46.0,33.5,,2016,46.3
A,PC,B_MD60,Y16-29,T,CZ,,,36.2,37.4,35.3,45.2,50.0,51.0,38.9,43.0,46.5,37.4,45.9,42.4,2016,53.1
A,PC,B_MD60,Y16-29,T,HU,,,48.0,36.4,37.1,41.7,37.7,35.7,41.4,35.4,40.2,34.9,37.6,15.2,2016,27.5
A,PC,B_MD60,Y16-29,T,PL,,,46.1,35.7,33.9,31.0,27.9,26.4,31.9,32.4,31.5,29.2,21.7,18.9,2016,27.6
A,PC,B_MD60,Y16-29,T,RO,,,,,44.6,39.4,33.1,41.8,23.7,40.8,36.8,38.4,19.9,31.0,2016,33.9
A,PC,B_MD60,Y16-29,T,SK,,,52.8,56.2,51.1,18.0,36.6,33.0,36.3,32.6,29.8,30.3,32.5,,2016,33.9
A,PC,B_MD60,Y18-24,F,AT,,53.0,46.9,48.2,43.3,26.3,44.1,35.9,39.1,57.7,50.4,43.2,26.8,,2016,45.6
A,PC,B_MD60,Y18-24,F,CZ,,,34.6,41.0,33.1,44.1,50.2,56.1,41.7,51.0,51.3,42.5,47.9,44.6,2016,55.2
A,PC,B_MD60,Y18-24,F,HU,,,49.4,37.7,44.0,39.6,39.4,35.6,45.1,35.4,40.0,38.9,43.4,14.7,2016,26.2
A,PC,B_MD60,Y18-24,F,PL,,,46.5,37.0,32.0,33.1,29.5,30.2,35.2,43.1,31.9,32.8,20.2,16.1,2016,27.8
A,PC,B_MD60,Y18-24,F,RO,,,,,49.4,39.0,42.1,44.8,27.0,40.7,45.5,38.7,15.3,33.7,2016,37.2
A,PC,B_MD60,Y18-24,F,SK,,,52.9,49.0,48.8,13.3,34.1,33.1,28.9,38.9,29.6,26.6,33.2,,2016,36.1
A,PC,B_MD60,Y18-24,M,AT,,55.9,34.7,36.6,49.4,32.1,46.5,46.8,51.1,55.5,48.2,50.6,27.4,,2016,55.5
A,PC,B_MD60,Y18-24,M,CZ,,,36.6,30.1,34.6,33.7,37.4,41.8,35.1,36.4,42.4,26.0,33.4,34.2,2016,52.0
A,PC,B_MD60,Y18-24,M,HU,,,47.1,29.8,33.4,40.0,40.3,38.1,40.3,34.7,43.1,39.0,47.0,12.1,2016,27.2
A,PC,B_MD60,Y18-24,M,PL,,,47.0,36.2,30.8,28.5,29.7,23.8,34.5,28.1,29.5,27.0,21.7,19.8,2016,22.5
A,PC,B_MD60,Y18-24,M,RO,,,,,45.3,47.6,30.1,39.2,19.0,41.4,33.5,37.8,30.8,45.2,2016,31.2
A,PC,B_MD60,Y18-24,M,SK,,,46.6,57.9,51.4,12.4,40.9,35.6,41.3,33.9,28.4,27.2,15.6,,2016,37.1
A,PC,B_MD60,Y18-24,T,AT,,54.2,41.2,43.6,45.6,28.8,45.4,40.7,44.9,56.7,49.4,46.9,27.0,,2016,50.6
A,PC,B_MD60,Y18-24,T,CZ,,,35.8,34.6,33.9,39.2,43.3,48.3,38.0,43.8,47.0,34.5,39.3,39.3,2016,53.7
A,PC,B_MD60,Y18-24,T,HU,,,48.3,33.7,39.0,39.8,39.8,36.8,42.9,35.1,41.5,39.0,45.1,13.5,2016,26.7
A,PC,B_MD60,Y18-24,T,PL,,,46.7,36.6,31.4,30.8,29.6,27.0,34.9,35.5,30.7,30.0,21.0,17.9,2016,25.3
A,PC,B_MD60,Y18-24,T,RO,,,,,47.2,43.3,36.2,41.8,23.0,41.1,39.3,38.2,23.7,39.5,2016,34.0
A,PC,B_MD60,Y18-24,T,SK,,,49.7,53.6,50.0,12.9,37.5,34.4,35.5,36.5,28.9,26.9,24.8,,2016,36.5
A,PC,B_MD60,Y18-64,F,AT,,43.3,34.5,37.2,39.0,38.0,43.4,40.2,39.3,44.7,43.7,44.1,37.9,,2016,43.5
A,PC,B_MD60,Y18-64,F,CZ,,,42.2,43.8,42.7,51.2,49.1,55.7,47.7,52.6,54.1,47.9,49.9,45.6,2016,50.4
A,PC,B_MD60,Y18-64,F,HU,,,51.3,44.8,44.4,45.6,41.5,41.3,46.2,44.2,45.5,42.5,40.4,23.4,2016,36.9
A,PC,B_MD60,Y18-64,F,PL,,,49.3,38.5,36.5,36.1,31.8,33.7,38.2,40.0,37.3,35.3,28.9,22.7,2016,31.5
A,PC,B_MD60,Y18-64,F,RO,,,,,47.2,43.7,40.5,44.3,24.5,47.5,45.0,43.1,18.1,19.2,2016,41.0
A,PC,B_MD60,Y18-64,F,SK,,,57.6,59.8,54.1,26.0,42.8,38.2,41.3,40.8,39.7,36.5,38.6,,2016,39.4
A,PC,B_MD60,Y18-64,M,AT,,39.3,32.6,32.2,33.0,39.4,45.4,40.1,42.2,42.4,43.5,43.3,39.2,,2016,45.2
A,PC,B_MD60,Y18-64,M,CZ,,,39.7,35.5,38.0,45.2,41.1,46.0,41.6,43.4,49.4,42.2,44.2,43.8,2016,48.4
A,PC,B_MD60,Y18-64,M,HU,,,48.5,39.8,36.2,44.5,36.4,40.0,45.4,42.4,46.8,41.1,37.1,22.6,2016,33.4
A,PC,B_MD60,Y18-64,M,PL,,,48.2,36.6,34.3,32.8,29.5,31.2,37.0,37.0,34.7,33.2,28.4,23.0,2016,31.1
A,PC,B_MD60,Y18-64,M,RO,,,,,44.6,43.1,39.0,41.9,23.9,46.5,42.2,43.4,19.3,21.4,2016,40.4
A,PC,B_MD60,Y18-64,M,SK,,,54.3,59.4,49.5,26.4,43.9,36.7,41.1,35.3,35.3,37.8,37.3,,2016,36.4
A,PC,B_MD60,Y18-64,T,AT,,41.5,33.6,34.9,36.4,38.7,44.4,40.1,40.7,43.6,43.6,43.7,38.5,,2016,44.4
A,PC,B_MD60,Y18-64,T,CZ,,,41.0,40.1,40.6,48.6,45.6,51.3,44.9,48.4,52.0,45.4,47.4,44.8,2016,49.5
A,PC,B_MD60,Y18-64,T,HU,,,49.9,42.3,40.5,45.1,39.0,40.7,45.8,43.3,46.2,41.8,38.8,23.0,2016,35.2
A,PC,B_MD60,Y18-64,T,PL,,,48.7,37.5,35.4,34.4,30.7,32.5,37.6,38.4,36.0,34.2,28.6,22.9,2016,31.3
A,PC,B_MD60,Y18-64,T,RO,,,,,45.9,43.4,39.8,43.1,24.2,47.0,43.5,43.2,18.7,20.3,2016,40.7
A,PC,B_MD60,Y18-64,T,SK,,,56.1,59.6,52.0,26.2,43.3,37.4,41.2,38.1,37.5,37.2,37.9,,2016,37.9
A,PC,B_MD60,Y20-24,F,AT,,57.5,45.7,55.2,48.3,32.3,53.4,44.2,46.9,56.3,50.8,49.5,34.0,,2016,48.9
A,PC,B_MD60,Y20-24,F,CZ,,,41.8,45.0,36.1,45.2,47.6,60.9,46.5,46.8,46.7,43.7,42.8,48.9,2016,59.9
A,PC,B_MD60,Y20-24,F,HU,,,52.4,38.3,53.0,44.9,44.1,37.3,46.4,35.9,45.6,41.7,50.0,17.2,2016,25.9
A,PC,B_MD60,Y20-24,F,PL,,,48.8,35.3,30.3,32.2,30.7,29.8,36.4,45.9,33.3,35.5,21.8,18.4,2016,30.8
A,PC,B_MD60,Y20-24,F,RO,,,,,53.0,41.6,40.2,47.5,27.2,40.4,46.7,44.4,19.8,31.2,2016,36.7
A,PC,B_MD60,Y20-24,F,SK,,,57.7,48.0,50.5,11.5,37.7,31.6,34.9,38.4,29.8,24.6,25.5,,2016,37.0
A,PC,B_MD60,Y20-24,M,AT,,61.5,52.1,38.4,57.7,33.6,56.0,40.4,54.1,57.2,52.9,50.9,26.8,,2016,61.0
A,PC,B_MD60,Y20-24,M,CZ,,,41.7,32.1,34.0,24.6,34.7,51.0,37.7,39.9,33.8,38.0,35.8,45.8,2016,48.3
A,PC,B_MD60,Y20-24,M,HU,,,42.4,26.7,34.8,47.1,43.0,39.4,42.3,34.4,45.0,42.7,48.4,11.7,2016,23.1
A,PC,B_MD60,Y20-24,M,PL,,,45.9,35.4,31.7,30.7,30.9,24.8,36.1,25.8,32.4,26.3,23.7,23.0,2016,24.3
A,PC,B_MD60,Y20-24,M,RO,,,,,47.4,46.2,30.4,40.3,19.7,41.8,38.3,39.7,38.9,54.7,2016,33.2
A,PC,B_MD60,Y20-24,M,SK,,,45.6,58.3,54.2,15.9,44.3,32.8,35.9,40.0,36.9,22.7,19.6,,2016,43.1
A,PC,B_MD60,Y20-24,T,AT,,59.4,48.5,48.2,52.0,32.8,54.9,42.4,50.5,56.7,51.8,50.2,31.7,,2016,55.0
A,PC,B_MD60,Y20-24,T,CZ,,,41.8,38.0,34.9,36.6,41.5,55.7,41.3,43.6,39.8,41.3,38.7,47.5,2016,55.0
A,PC,B_MD60,Y20-24,T,HU,,,47.8,33.0,44.9,45.9,43.6,38.3,44.5,35.2,45.3,42.2,49.2,14.5,2016,24.5
A,PC,B_MD60,Y20-24,T,PL,,,47.4,35.4,31.0,31.4,30.8,27.3,36.3,36.1,32.8,31.2,22.8,20.7,2016,27.8
A,PC,B_MD60,Y20-24,T,RO,,,,,50.0,43.9,35.4,43.8,23.6,41.1,42.4,42.0,29.5,43.6,2016,35.0
A,PC,B_MD60,Y20-24,T,SK,,,51.9,53.5,52.2,13.4,40.7,32.2,35.4,39.2,33.5,23.7,22.8,,2016,39.2
A,PC,B_MD60,Y20-29,F,AT,,51.9,46.2,43.8,51.1,26.8,55.5,48.5,45.1,50.6,53.9,49.5,41.7,,2016,49.1
A,PC,B_MD60,Y20-29,F,CZ,,,46.8,48.1,40.9,51.3,54.4,65.2,45.0,45.8,51.0,41.6,51.8,50.3,2016,54.7
A,PC,B_MD60,Y20-29,F,HU,,,47.4,45.3,51.4,50.1,40.7,37.5,44.7,36.4,43.2,39.1,41.2,21.2,2016,33.0
A,PC,B_MD60,Y20-29,F,PL,,,48.5,36.5,34.3,31.4,31.0,30.1,33.3,40.6,36.5,31.4,27.0,17.9,2016,31.3
A,PC,B_MD60,Y20-29,F,RO,,,,,41.8,33.7,37.4,51.8,25.8,40.7,41.5,41.4,24.1,26.7,2016,30.3
A,PC,B_MD60,Y20-29,F,SK,,,57.8,55.7,55.8,24.0,37.3,28.7,30.8,36.5,33.8,32.1,33.9,,2016,34.3
A,PC,B_MD60,Y20-29,M,AT,,60.3,48.0,39.8,41.9,34.8,63.8,42.2,44.8,51.4,61.2,47.0,44.1,,2016,52.1
A,PC,B_MD60,Y20-29,M,CZ,,,45.3,41.6,37.4,37.5,50.7,59.6,43.7,39.8,37.4,45.2,43.2,55.3,2016,54.5
A,PC,B_MD60,Y20-29,M,HU,,,47.2,31.3,35.6,49.0,43.8,40.1,44.9,36.2,44.9,36.1,39.6,14.3,2016,24.7
A,PC,B_MD60,Y20-29,M,PL,,,45.0,35.6,35.2,31.7,30.2,24.9,32.5,28.3,30.5,26.8,20.2,19.5,2016,25.9
A,PC,B_MD60,Y20-29,M,RO,,,,,46.0,42.3,28.9,43.5,23.4,45.6,38.4,40.1,28.8,46.3,2016,33.8
A,PC,B_MD60,Y20-29,M,SK,,,49.6,63.5,51.1,16.8,42.5,33.4,37.2,34.1,33.8,26.8,37.7,,2016,38.4
A,PC,B_MD60,Y20-29,T,AT,,55.8,47.1,41.9,47.2,30.3,59.7,45.8,45.0,50.9,57.5,48.3,42.7,,2016,50.6
