freq,quant_inc,coicop,unit,geo,1988,1994,1999,2005,2010,time,values
A,QU2,CP023,PM,RO,,,,,0.0,2015,0.0
A,QU2,CP023,PM,SK,,,,,0.0,2015,0.0
A,QU2,CP03,PM,AT,,84.2,61.4,53.0,56.0,2015,43.0
A,QU2,CP03,PM,CZ,,,,52.0,39.0,2015,42.0
A,QU2,CP03,PM,HU,,,,45.0,23.0,2015,23.0
A,QU2,CP03,PM,PL,,,,32.0,34.0,2015,36.0
A,QU2,CP03,PM,RO,,,,46.0,32.0,2015,30.0
A,QU2,CP03,PM,SK,,,,48.0,42.0,2015,36.0
A,QU2,CP031,PM,AT,,69.5,47.6,41.0,45.0,2015,32.0
A,QU2,CP031,PM,CZ,,,,39.0,29.0,2015,32.0
A,QU2,CP031,PM,HU,,,,30.0,15.0,2015,15.0
A,QU2,CP031,PM,PL,,,,21.0,23.0,2015,24.0
A,QU2,CP031,PM,RO,,,,27.0,17.0,2015,17.0
A,QU2,CP031,PM,SK,,,,32.0,26.0,2015,24.0
A,QU2,CP032,PM,AT,,14.7,13.8,12.0,11.0,2015,11.0
A,QU2,CP032,PM,CZ,,,,13.0,10.0,2015,11.0
A,QU2,CP032,PM,HU,,,,14.0,7.0,2015,8.0
A,QU2,CP032,PM,PL,,,,11.0,11.0,2015,12.0
A,QU2,CP032,PM,RO,,,,19.0,15.0,2015,14.0
A,QU2,CP032,PM,SK,,,,16.0,16.0,2015,11.0
A,QU2,CP04,PM,AT,,225.2,251.2,242.0,258.0,2015,295.0
A,QU2,CP04,PM,CZ,,,,217.0,283.0,2015,284.0
A,QU2,CP04,PM,HU,,,,231.0,455.0,2015,435.0
A,QU2,CP04,PM,PL,,,,373.0,393.0,2015,401.0
A,QU2,CP04,PM,RO,,,,163.0,367.0,2015,393.0
A,QU2,CP04,PM,SK,,,,323.0,399.0,2015,366.0
A,QU2,CP041,PM,AT,,38.5,50.7,56.0,66.0,2015,85.0
A,QU2,CP041,PM,CZ,,,,47.0,77.0,2015,92.0
A,QU2,CP041,PM,HU,,,,7.0,16.0,2015,29.0
A,QU2,CP041,PM,PL,,,,6.0,10.0,2015,14.0
A,QU2,CP041,PM,RO,,,,3.0,8.0,2015,11.0
A,QU2,CP041,PM,SK,,,,17.0,21.0,2015,19.0
A,QU2,CP042,PM,AT,,80.3,73.5,78.0,77.0,2015,84.0
A,QU2,CP042,PM,CZ,,,,,0.0,2015,0.0
A,QU2,CP042,PM,HU,,,,,217.0,2015,226.0
A,QU2,CP042,PM,PL,,,,168.0,182.0,2015,196.0
A,QU2,CP042,PM,RO,,,,,228.0,2015,235.0
A,QU2,CP042,PM,SK,,,,94.0,156.0,2015,142.0
A,QU2,CP043,PM,AT,,7.5,33.9,16.0,18.0,2015,22.0
A,QU2,CP043,PM,CZ,,,,16.0,26.0,2015,15.0
A,QU2,CP043,PM,HU,,,,22.0,10.0,2015,6.0
A,QU2,CP043,PM,PL,,,,23.0,19.0,2015,15.0
A,QU2,CP043,PM,RO,,,,6.0,3.0,2015,4.0
A,QU2,CP043,PM,SK,,,,19.0,16.0,2015,14.0
A,QU2,CP044,PM,AT,,32.4,38.5,39.0,44.0,2015,52.0
A,QU2,CP044,PM,CZ,,,,25.0,27.0,2015,30.0
A,QU2,CP044,PM,HU,,,,54.0,55.0,2015,50.0
A,QU2,CP044,PM,PL,,,,56.0,54.0,2015,58.0
A,QU2,CP044,PM,RO,,,,24.0,18.0,2015,24.0
A,QU2,CP044,PM,SK,,,,24.0,42.0,2015,51.0
A,QU2,CP045,PM,AT,,66.5,54.7,53.0,52.0,2015,52.0
A,QU2,CP045,PM,CZ,,,,128.0,154.0,2015,147.0
A,QU2,CP045,PM,HU,,,,147.0,157.0,2015,125.0
A,QU2,CP045,PM,PL,,,,119.0,128.0,2015,118.0
A,QU2,CP045,PM,RO,,,,131.0,110.0,2015,120.0
A,QU2,CP045,PM,SK,,,,169.0,164.0,2015,140.0
A,QU2,CP05,PM,AT,,94.6,76.4,61.0,63.0,2015,58.0
A,QU2,CP05,PM,CZ,,,,62.0,59.0,2015,56.0
A,QU2,CP05,PM,HU,,,,45.0,30.0,2015,32.0
A,QU2,CP05,PM,PL,,,,37.0,39.0,2015,35.0
A,QU2,CP05,PM,RO,,,,24.0,27.0,2015,28.0
A,QU2,CP05,PM,SK,,,,41.0,35.0,2015,47.0
A,QU2,CP051,PM,AT,,34.8,29.3,28.0,27.0,2015,27.0
A,QU2,CP051,PM,CZ,,,,18.0,16.0,2015,14.0
A,QU2,CP051,PM,HU,,,,6.0,4.0,2015,2.0
A,QU2,CP051,PM,PL,,,,8.0,10.0,2015,7.0
A,QU2,CP051,PM,RO,,,,1.0,2.0,2015,1.0
A,QU2,CP051,PM,SK,,,,8.0,9.0,2015,16.0
A,QU2,CP052,PM,AT,,7.5,7.6,4.0,6.0,2015,3.0
A,QU2,CP052,PM,CZ,,,,6.0,6.0,2015,6.0
A,QU2,CP052,PM,HU,,,,2.0,1.0,2015,2.0
A,QU2,CP052,PM,PL,,,,3.0,3.0,2015,3.0
A,QU2,CP052,PM,RO,,,,2.0,2.0,2015,3.0
A,QU2,CP052,PM,SK,,,,1.0,2.0,2015,0.0
A,QU2,CP053,PM,AT,,18.5,16.8,9.0,11.0,2015,11.0
A,QU2,CP053,PM,CZ,,,,13.0,15.0,2015,13.0
A,QU2,CP053,PM,HU,,,,11.0,7.0,2015,5.0
A,QU2,CP053,PM,PL,,,,7.0,6.0,2015,6.0
A,QU2,CP053,PM,RO,,,,2.0,2.0,2015,2.0
A,QU2,CP053,PM,SK,,,,12.0,5.0,2015,9.0
A,QU2,CP054,PM,AT,,3.5,3.8,4.0,4.0,2015,4.0
A,QU2,CP054,PM,CZ,,,,5.0,4.0,2015,4.0
A,QU2,CP054,PM,HU,,,,2.0,1.0,2015,2.0
A,QU2,CP054,PM,PL,,,,3.0,3.0,2015,3.0
A,QU2,CP054,PM,RO,,,,1.0,1.0,2015,1.0
A,QU2,CP054,PM,SK,,,,2.0,2.0,2015,1.0
A,QU2,CP055,PM,AT,,13.7,7.3,4.0,4.0,2015,3.0
A,QU2,CP055,PM,CZ,,,,4.0,5.0,2015,6.0
A,QU2,CP055,PM,HU,,,,2.0,2.0,2015,2.0
A,QU2,CP055,PM,PL,,,,2.0,2.0,2015,2.0
A,QU2,CP055,PM,RO,,,,1.0,1.0,2015,1.0
A,QU2,CP055,PM,SK,,,,2.0,2.0,2015,5.0
A,QU2,CP056,PM,AT,,16.7,11.6,11.0,11.0,2015,10.0
A,QU2,CP056,PM,CZ,,,,15.0,14.0,2015,14.0
A,QU2,CP056,PM,HU,,,,22.0,15.0,2015,19.0
A,QU2,CP056,PM,PL,,,,15.0,15.0,2015,15.0
A,QU2,CP056,PM,RO,,,,17.0,19.0,2015,20.0
A,QU2,CP056,PM,SK,,,,16.0,15.0,2015,16.0
A,QU2,CP06,PM,AT,,23.2,25.7,31.0,35.0,2015,38.0
A,QU2,CP06,PM,CZ,,,,23.0,35.0,2015,31.0
A,QU2,CP06,PM,HU,,,,49.0,50.0,2015,48.0
A,QU2,CP06,PM,PL,,,,52.0,47.0,2015,49.0
A,QU2,CP06,PM,RO,,,,35.0,35.0,2015,41.0
A,QU2,CP06,PM,SK,,,,31.0,38.0,2015,36.0
A,QU2,CP061,PM,AT,,0.0,14.0,22.0,24.0,2015,20.0
A,QU2,CP061,PM,CZ,,,,19.0,26.0,2015,23.0
A,QU2,CP061,PM,HU,,,,41.0,42.0,2015,40.0
A,QU2,CP061,PM,PL,,,,41.0,35.0,2015,36.0
A,QU2,CP061,PM,RO,,,,30.0,29.0,2015,35.0
A,QU2,CP061,PM,SK,,,,24.0,31.0,2015,30.0
A,QU2,CP062,PM,AT,,12.0,11.1,8.0,8.0,2015,15.0
A,QU2,CP062,PM,CZ,,,,4.0,7.0,2015,7.0
A,QU2,CP062,PM,HU,,,,6.0,5.0,2015,7.0
A,QU2,CP062,PM,PL,,,,10.0,11.0,2015,13.0
A,QU2,CP062,PM,RO,,,,3.0,5.0,2015,6.0
A,QU2,CP062,PM,SK,,,,6.0,7.0,2015,5.0
A,QU2,CP063,PM,AT,,1.3,0.6,2.0,3.0,2015,3.0
A,QU2,CP063,PM,CZ,,,,1.0,2.0,2015,1.0
A,QU2,CP063,PM,HU,,,,2.0,3.0,2015,1.0
A,QU2,CP063,PM,PL,,,,1.0,1.0,2015,1.0
A,QU2,CP063,PM,RO,,,,2.0,0.0,2015,0.0
A,QU2,CP063,PM,SK,,,,1.0,1.0,2015,0.0
A,QU2,CP07,PM,AT,,158.5,124.9,135.0,140.0,2015,134.0
A,QU2,CP07,PM,CZ,,,,95.0,84.0,2015,80.0
A,QU2,CP07,PM,HU,,,,95.0,58.0,2015,44.0
A,QU2,CP07,PM,PL,,,,46.0,55.0,2015,51.0
A,QU2,CP07,PM,RO,,,,39.0,25.0,2015,24.0
A,QU2,CP07,PM,SK,,,,59.0,44.0,2015,74.0
A,QU2,CP071,PM,AT,,71.8,50.3,57.0,49.0,2015,55.0
A,QU2,CP071,PM,CZ,,,,24.0,19.0,2015,12.0
A,QU2,CP071,PM,HU,,,,30.0,19.0,2015,4.0
A,QU2,CP071,PM,PL,,,,6.0,8.0,2015,2.0
A,QU2,CP071,PM,RO,,,,5.0,2.0,2015,0.0
A,QU2,CP071,PM,SK,,,,6.0,0.0,2015,17.0
A,QU2,CP072,PM,AT,,76.9,69.6,69.0,77.0,2015,70.0
A,QU2,CP072,PM,CZ,,,,55.0,48.0,2015,52.0
A,QU2,CP072,PM,HU,,,,46.0,27.0,2015,31.0
A,QU2,CP072,PM,PL,,,,21.0,33.0,2015,37.0
A,QU2,CP072,PM,RO,,,,16.0,11.0,2015,12.0
A,QU2,CP072,PM,SK,,,,34.0,32.0,2015,45.0
A,QU2,CP073,PM,AT,,9.8,4.9,8.0,14.0,2015,9.0
A,QU2,CP073,PM,CZ,,,,16.0,17.0,2015,16.0
A,QU2,CP073,PM,HU,,,,19.0,13.0,2015,9.0
A,QU2,CP073,PM,PL,,,,19.0,14.0,2015,12.0
A,QU2,CP073,PM,RO,,,,18.0,12.0,2015,12.0
A,QU2,CP073,PM,SK,,,,20.0,13.0,2015,13.0
A,QU2,CP08,PM,AT,,19.4,32.0,30.0,19.0,2015,16.0
A,QU2,CP08,PM,CZ,,,,48.0,48.0,2015,48.0
A,QU2,CP08,PM,HU,,,,63.0,43.0,2015,54.0
A,QU2,CP08,PM,PL,,,,45.0,40.0,2015,46.0
A,QU2,CP08,PM,RO,,,,38.0,33.0,2015,35.0
A,QU2,CP08,PM,SK,,,,40.0,48.0,2015,48.0
A,QU2,CP081,PM,AT,,6.5,0.5,1.0,1.0,2015,1.0
A,QU2,CP081,PM,CZ,,,,1.0,1.0,2015,1.0
A,QU2,CP081,PM,HU,,,,0.0,0.0,2015,0.0
A,QU2,CP081,PM,PL,,,,,0.0,2015,0.0
A,QU2,CP081,PM,RO,,,,0.0,0.0,2015,0.0
A,QU2,CP081,PM,SK,,,,1.0,1.0,2015,1.0
A,QU2,CP082,PM,AT,,6.5,2.3,1.0,2.0,2015,3.0
A,QU2,CP082,PM,CZ,,,,4.0,1.0,2015,2.0
A,QU2,CP082,PM,HU,,,,2.0,1.0,2015,1.0
A,QU2,CP082,PM,PL,,,,1.0,0.0,2015,1.0
A,QU2,CP082,PM,RO,,,,0.0,0.0,2015,0.0
A,QU2,CP082,PM,SK,,,,1.0,0.0,2015,0.0
A,QU2,CP083,PM,AT,,6.5,29.2,28.0,16.0,2015,13.0
A,QU2,CP083,PM,CZ,,,,43.0,46.0,2015,45.0
A,QU2,CP083,PM,HU,,,,61.0,41.0,2015,53.0
A,QU2,CP083,PM,PL,,,,45.0,39.0,2015,45.0
A,QU2,CP083,PM,RO,,,,38.0,33.0,2015,35.0
A,QU2,CP083,PM,SK,,,,39.0,47.0,2015,47.0
A,QU2,CP09,PM,AT,,76.3,113.3,110.0,114.0,2015,100.0
A,QU2,CP09,PM,CZ,,,,101.0,93.0,2015,82.0
A,QU2,CP09,PM,HU,,,,65.0,48.0,2015,36.0
A,QU2,CP09,PM,PL,,,,43.0,53.0,2015,40.0
A,QU2,CP09,PM,RO,,,,32.0,25.0,2015,23.0
A,QU2,CP09,PM,SK,,,,46.0,51.0,2015,52.0
A,QU2,CP091,PM,AT,,0.0,16.4,14.0,18.0,2015,13.0
A,QU2,CP091,PM,CZ,,,,19.0,16.0,2015,8.0
A,QU2,CP091,PM,HU,,,,10.0,5.0,2015,3.0
A,QU2,CP091,PM,PL,,,,5.0,6.0,2015,4.0
A,QU2,CP091,PM,RO,,,,1.0,0.0,2015,1.0
A,QU2,CP091,PM,SK,,,,7.0,5.0,2015,9.0
A,QU2,CP092,PM,AT,,0.0,1.7,3.0,5.0,2015,1.0
A,QU2,CP092,PM,CZ,,,,1.0,0.0,2015,0.0
A,QU2,CP092,PM,HU,,,,0.0,0.0,2015,0.0
A,QU2,CP092,PM,PL,,,,,0.0,2015,0.0
A,QU2,CP092,PM,RO,,,,0.0,0.0,2015,0.0
A,QU2,CP092,PM,SK,,,,0.0,0.0,2015,1.0
A,QU2,CP093,PM,AT,,0.0,20.4,27.0,21.0,2015,18.0
A,QU2,CP093,PM,CZ,,,,22.0,23.0,2015,24.0
A,QU2,CP093,PM,HU,,,,12.0,9.0,2015,9.0
A,QU2,CP093,PM,PL,,,,6.0,8.0,2015,10.0
A,QU2,CP093,PM,RO,,,,2.0,2.0,2015,2.0
A,QU2,CP093,PM,SK,,,,9.0,10.0,2015,9.0
A,QU2,CP094,PM,AT,,0.0,25.3,23.0,24.0,2015,22.0
A,QU2,CP094,PM,CZ,,,,26.0,25.0,2015,25.0
A,QU2,CP094,PM,HU,,,,19.0,20.0,2015,14.0
A,QU2,CP094,PM,PL,,,,19.0,26.0,2015,14.0
A,QU2,CP094,PM,RO,,,,20.0,17.0,2015,16.0
A,QU2,CP094,PM,SK,,,,14.0,15.0,2015,20.0
A,QU2,CP095,PM,AT,,13.0,16.9,16.0,15.0,2015,10.0
A,QU2,CP095,PM,CZ,,,,16.0,13.0,2015,12.0
A,QU2,CP095,PM,HU,,,,16.0,9.0,2015,6.0
A,QU2,CP095,PM,PL,,,,10.0,8.0,2015,6.0
A,QU2,CP095,PM,RO,,,,8.0,5.0,2015,4.0
A,QU2,CP095,PM,SK,,,,10.0,10.0,2015,6.0
A,QU2,CP096,PM,AT,,0.0,32.5,27.0,31.0,2015,36.0
A,QU2,CP096,PM,CZ,,,,17.0,17.0,2015,13.0
A,QU2,CP096,PM,HU,,,,8.0,6.0,2015,4.0
A,QU2,CP096,PM,PL,,,,4.0,5.0,2015,6.0
A,QU2,CP096,PM,RO,,,,1.0,0.0,2015,0.0
A,QU2,CP096,PM,SK,,,,6.0,12.0,2015,8.0
A,QU2,CP10,PM,AT,,19.7,1.3,10.0,9.0,2015,7.0
A,QU2,CP10,PM,CZ,,,,5.0,3.0,2015,3.0
A,QU2,CP10,PM,HU,,,,6.0,4.0,2015,5.0
A,QU2,CP10,PM,PL,,,,4.0,5.0,2015,3.0
A,QU2,CP10,PM,RO,,,,5.0,1.0,2015,1.0
A,QU2,CP10,PM,SK,,,,7.0,2.0,2015,4.0
A,QU2,CP101,PM,AT,,3.9,0.1,3.0,1.0,2015,1.0
A,QU2,CP101,PM,CZ,,,,,0.0,2015,1.0
A,QU2,CP101,PM,HU,,,,1.0,1.0,2015,1.0
A,QU2,CP101,PM,PL,,,,,2.0,2015,2.0
A,QU2,CP101,PM,RO,,,,1.0,0.0,2015,0.0
A,QU2,CP101,PM,SK,,,,1.0,0.0,2015,1.0
A,QU2,CP102,PM,AT,,3.9,0.3,0.0,0.0,2015,0.0
A,QU2,CP102,PM,CZ,,,,,0.0,2015,0.0
A,QU2,CP102,PM,HU,,,,1.0,1.0,2015,0.0
A,QU2,CP102,PM,PL,,,,,0.0,2015,0.0
A,QU2,CP102,PM,RO,,,,1.0,0.0,2015,0.0
A,QU2,CP102,PM,SK,,,,1.0,0.0,2015,0.0
A,QU2,CP103,PM,AT,,3.9,0.3,0.0,1.0,2015,0.0
A,QU2,CP103,PM,CZ,,,,,0.0,2015,0.0
A,QU2,CP103,PM,HU,,,,0.0,0.0,2015,0.0
A,QU2,CP103,PM,PL,,,,,0.0,2015,0.0
A,QU2,CP103,PM,RO,,,,,0.0,2015,0.0
A,QU2,CP103,PM,SK,,,,0.0,0.0,2015,0.0
A,QU2,CP104,PM,AT,,3.9,0.3,1.0,1.0,2015,2.0
A,QU2,CP104,PM,CZ,,,,,1.0,2015,1.0
A,QU2,CP104,PM,HU,,,,2.0,1.0,2015,2.0
A,QU2,CP104,PM,PL,,,,,2.0,2015,1.0
A,QU2,CP104,PM,RO,,,,3.0,1.0,2015,0.0
A,QU2,CP104,PM,SK,,,,3.0,1.0,2015,2.0
A,QU2,CP105,PM,AT,,3.9,0.4,4.0,6.0,2015,3.0
A,QU2,CP105,PM,CZ,,,,,2.0,2015,2.0
A,QU2,CP105,PM,HU,,,,1.0,1.0,2015,2.0
A,QU2,CP105,PM,PL,,,,,1.0,2015,0.0
A,QU2,CP105,PM,RO,,,,,0.0,2015,0.0
A,QU2,CP105,PM,SK,,,,1.0,0.0,2015,1.0
A,QU2,CP11,PM,AT,,38.9,52.5,49.0,58.0,2015,68.0
A,QU2,CP11,PM,CZ,,,,46.0,34.0,2015,41.0
A,QU2,CP11,PM,HU,,,,24.0,21.0,2015,20.0
A,QU2,CP11,PM,PL,,,,14.0,15.0,2015,33.0
A,QU2,CP11,PM,RO,,,,7.0,6.0,2015,6.0
A,QU2,CP11,PM,SK,,,,38.0,28.0,2015,35.0
A,QU2,CP111,PM,AT,,38.9,51.2,49.0,57.0,2015,67.0
A,QU2,CP111,PM,CZ,,,,39.0,30.0,2015,36.0
A,QU2,CP111,PM,HU,,,,23.0,20.0,2015,19.0
A,QU2,CP111,PM,PL,,,,14.0,14.0,2015,31.0
A,QU2,CP111,PM,RO,,,,3.0,4.0,2015,5.0
A,QU2,CP111,PM,SK,,,,34.0,25.0,2015,31.0
A,QU2,CP112,PM,AT,,0.0,1.3,1.0,2.0,2015,2.0
A,QU2,CP112,PM,CZ,,,,7.0,4.0,2015,6.0
A,QU2,CP112,PM,HU,,,,1.0,1.0,2015,1.0
A,QU2,CP112,PM,PL,,,,1.0,1.0,2015,2.0
A,QU2,CP112,PM,RO,,,,4.0,2.0,2015,1.0
A,QU2,CP112,PM,SK,,,,4.0,2.0,2015,4.0
A,QU2,CP12,PM,AT,,48.2,78.7,87.0,94.0,2015,90.0
A,QU2,CP12,PM,CZ,,,,91.0,62.0,2015,67.0
A,QU2,CP12,PM,HU,,,,61.0,45.0,2015,51.0
A,QU2,CP12,PM,PL,,,,40.0,38.0,2015,47.0
A,QU2,CP12,PM,RO,,,,20.0,20.0,2015,24.0
A,QU2,CP12,PM,SK,,,,59.0,32.0,2015,52.0
A,QU2,CP121,PM,AT,,23.3,23.7,27.0,27.0,2015,25.0
A,QU2,CP121,PM,CZ,,,,30.0,29.0,2015,33.0
A,QU2,CP121,PM,HU,,,,21.0,16.0,2015,23.0
A,QU2,CP121,PM,PL,,,,20.0,23.0,2015,23.0
A,QU2,CP121,PM,RO,,,,17.0,17.0,2015,19.0
A,QU2,CP121,PM,SK,,,,24.0,22.0,2015,21.0
A,QU2,CP122,PM,AT,,0.0,,,0.0,2015,0.0
A,QU2,CP122,PM,CZ,,,,,0.0,2015,0.0
A,QU2,CP122,PM,HU,,,,,0.0,2015,0.0
A,QU2,CP122,PM,PL,,,,,0.0,2015,0.0
A,QU2,CP122,PM,RO,,,,,0.0,2015,0.0
A,QU2,CP122,PM,SK,,,,,0.0,2015,0.0
A,QU2,CP123,PM,AT,,9.5,4.6,5.0,9.0,2015,7.0
A,QU2,CP123,PM,CZ,,,,8.0,5.0,2015,6.0
A,QU2,CP123,PM,HU,,,,2.0,1.0,2015,1.0
A,QU2,CP123,PM,PL,,,,8.0,7.0,2015,8.0
A,QU2,CP123,PM,RO,,,,1.0,1.0,2015,1.0
A,QU2,CP123,PM,SK,,,,18.0,4.0,2015,2.0
A,QU2,CP124,PM,AT,,0.0,4.6,2.0,6.0,2015,9.0
A,QU2,CP124,PM,CZ,,,,1.0,1.0,2015,2.0
A,QU2,CP124,PM,HU,,,,0.0,4.0,2015,5.0
A,QU2,CP124,PM,PL,,,,,0.0,2015,0.0
A,QU2,CP124,PM,RO,,,,0.0,0.0,2015,1.0
A,QU2,CP124,PM,SK,,,,1.0,0.0,2015,0.0
A,QU2,CP125,PM,AT,,11.8,33.3,41.0,40.0,2015,39.0
A,QU2,CP125,PM,CZ,,,,43.0,17.0,2015,18.0
A,QU2,CP125,PM,HU,,,,30.0,17.0,2015,16.0
A,QU2,CP125,PM,PL,,,,5.0,5.0,2015,9.0
A,QU2,CP125,PM,RO,,,,0.0,1.0,2015,2.0
A,QU2,CP125,PM,SK,,,,11.0,2.0,2015,26.0
A,QU2,CP126,PM,AT,,0.3,1.6,0.0,1.0,2015,1.0
A,QU2,CP126,PM,CZ,,,,5.0,6.0,2015,5.0
A,QU2,CP126,PM,HU,,,,1.0,1.0,2015,2.0
A,QU2,CP126,PM,PL,,,,1.0,1.0,2015,1.0
A,QU2,CP126,PM,RO,,,,1.0,1.0,2015,0.0
A,QU2,CP126,PM,SK,,,,3.0,3.0,2015,1.0
A,QU2,CP127,PM,AT,,3.3,11.0,11.0,10.0,2015,8.0
A,QU2,CP127,PM,CZ,,,,4.0,3.0,2015,3.0
A,QU2,CP127,PM,HU,,,,7.0,6.0,2015,4.0
A,QU2,CP127,PM,PL,,,,1.0,1.0,2015,1.0
A,QU2,CP127,PM,RO,,,,1.0,1.0,2015,1.0
A,QU2,CP127,PM,SK,,,,2.0,1.0,2015,2.0
A,QU3,CP01,PM,AT,,169.8,138.5,141.0,127.0,2015,120.0
A,QU3,CP01,PM,CZ,,,,225.0,221.0,2015,227.0
A,QU3,CP01,PM,HU,,,,252.0,197.0,2015,215.0
A,QU3,CP01,PM,PL,,,,282.0,251.0,2015,229.0
A,QU3,CP01,PM,RO,,,,479.0,337.0,2015,318.0
A,QU3,CP01,PM,SK,,,,262.0,237.0,2015,205.0
A,QU3,CP011,PM,AT,,153.0,124.4,127.0,115.0,2015,106.0
A,QU3,CP011,PM,CZ,,,,202.0,201.0,2015,209.0
A,QU3,CP011,PM,HU,,,,231.0,182.0,2015,197.0
A,QU3,CP011,PM,PL,,,,263.0,231.0,2015,209.0
A,QU3,CP011,PM,RO,,,,455.0,317.0,2015,299.0
A,QU3,CP011,PM,SK,,,,239.0,214.0,2015,186.0
A,QU3,CP012,PM,AT,,16.8,14.2,14.0,13.0,2015,14.0
A,QU3,CP012,PM,CZ,,,,22.0,20.0,2015,19.0
A,QU3,CP012,PM,HU,,,,20.0,15.0,2015,19.0
A,QU3,CP012,PM,PL,,,,19.0,20.0,2015,20.0
A,QU3,CP012,PM,RO,,,,24.0,20.0,2015,19.0
A,QU3,CP012,PM,SK,,,,23.0,23.0,2015,19.0
A,QU3,CP02,PM,AT,,29.3,27.3,29.0,25.0,2015,23.0
A,QU3,CP02,PM,CZ,,,,31.0,36.0,2015,37.0
A,QU3,CP02,PM,HU,,,,38.0,28.0,2015,27.0
A,QU3,CP02,PM,PL,,,,26.0,26.0,2015,23.0
A,QU3,CP02,PM,RO,,,,59.0,59.0,2015,62.0
A,QU3,CP02,PM,SK,,,,28.0,33.0,2015,26.0
A,QU3,CP021,PM,AT,,13.0,11.0,11.0,11.0,2015,9.0
A,QU3,CP021,PM,CZ,,,,18.0,17.0,2015,19.0
A,QU3,CP021,PM,HU,,,,12.0,8.0,2015,11.0
A,QU3,CP021,PM,PL,,,,8.0,9.0,2015,10.0
A,QU3,CP021,PM,RO,,,,24.0,20.0,2015,18.0
A,QU3,CP021,PM,SK,,,,14.0,14.0,2015,13.0
A,QU3,CP022,PM,AT,,16.2,16.2,18.0,14.0,2015,14.0
A,QU3,CP022,PM,CZ,,,,12.0,20.0,2015,18.0
A,QU3,CP022,PM,HU,,,,26.0,19.0,2015,16.0
A,QU3,CP022,PM,PL,,,,17.0,16.0,2015,13.0
A,QU3,CP022,PM,RO,,,,35.0,40.0,2015,44.0
A,QU3,CP022,PM,SK,,,,14.0,18.0,2015,12.0
A,QU3,CP023,PM,AT,,0.0,,,0.0,2015,0.0
A,QU3,CP023,PM,CZ,,,,,0.0,2015,0.0
A,QU3,CP023,PM,HU,,,,,0.0,2015,0.0
A,QU3,CP023,PM,PL,,,,,0.0,2015,0.0
A,QU3,CP023,PM,RO,,,,,0.0,2015,0.0
A,QU3,CP023,PM,SK,,,,,0.0,2015,0.0
A,QU3,CP03,PM,AT,,91.1,60.6,59.0,58.0,2015,46.0
A,QU3,CP03,PM,CZ,,,,51.0,47.0,2015,47.0
A,QU3,CP03,PM,HU,,,,47.0,27.0,2015,27.0
A,QU3,CP03,PM,PL,,,,40.0,42.0,2015,43.0
A,QU3,CP03,PM,RO,,,,56.0,38.0,2015,38.0
A,QU3,CP03,PM,SK,,,,53.0,49.0,2015,41.0
A,QU3,CP031,PM,AT,,74.5,47.2,48.0,45.0,2015,35.0
A,QU3,CP031,PM,CZ,,,,38.0,35.0,2015,35.0
A,QU3,CP031,PM,HU,,,,33.0,19.0,2015,18.0
A,QU3,CP031,PM,PL,,,,27.0,29.0,2015,30.0
A,QU3,CP031,PM,RO,,,,33.0,21.0,2015,21.0
A,QU3,CP031,PM,SK,,,,36.0,30.0,2015,29.0
A,QU3,CP032,PM,AT,,16.6,13.4,11.0,13.0,2015,12.0
A,QU3,CP032,PM,CZ,,,,13.0,12.0,2015,12.0
A,QU3,CP032,PM,HU,,,,14.0,8.0,2015,9.0
A,QU3,CP032,PM,PL,,,,13.0,13.0,2015,13.0
A,QU3,CP032,PM,RO,,,,23.0,17.0,2015,18.0
A,QU3,CP032,PM,SK,,,,17.0,18.0,2015,12.0
A,QU3,CP04,PM,AT,,214.1,242.6,222.0,251.0,2015,265.0
A,QU3,CP04,PM,CZ,,,,222.0,248.0,2015,239.0
A,QU3,CP04,PM,HU,,,,203.0,417.0,2015,398.0
A,QU3,CP04,PM,PL,,,,340.0,350.0,2015,360.0
A,QU3,CP04,PM,RO,,,,169.0,365.0,2015,373.0
A,QU3,CP04,PM,SK,,,,319.0,352.0,2015,315.0
A,QU3,CP041,PM,AT,,34.2,38.6,41.0,47.0,2015,57.0
A,QU3,CP041,PM,CZ,,,,52.0,63.0,2015,65.0
A,QU3,CP041,PM,HU,,,,8.0,11.0,2015,21.0
A,QU3,CP041,PM,PL,,,,6.0,8.0,2015,11.0
A,QU3,CP041,PM,RO,,,,3.0,9.0,2015,8.0
A,QU3,CP041,PM,SK,,,,16.0,17.0,2015,14.0
A,QU3,CP042,PM,AT,,85.6,88.8,84.0,93.0,2015,90.0
A,QU3,CP042,PM,CZ,,,,,0.0,2015,0.0
A,QU3,CP042,PM,HU,,,,,200.0,2015,212.0
A,QU3,CP042,PM,PL,,,,149.0,152.0,2015,169.0
A,QU3,CP042,PM,RO,,,,,228.0,2015,222.0
A,QU3,CP042,PM,SK,,,,99.0,135.0,2015,128.0
A,QU3,CP043,PM,AT,,7.7,28.1,15.0,23.0,2015,28.0
A,QU3,CP043,PM,CZ,,,,23.0,24.0,2015,19.0
A,QU3,CP043,PM,HU,,,,18.0,11.0,2015,8.0
A,QU3,CP043,PM,PL,,,,24.0,21.0,2015,18.0
A,QU3,CP043,PM,RO,,,,10.0,6.0,2015,5.0
A,QU3,CP043,PM,SK,,,,31.0,16.0,2015,12.0
A,QU3,CP044,PM,AT,,26.5,33.0,34.0,37.0,2015,41.0
A,QU3,CP044,PM,CZ,,,,24.0,24.0,2015,27.0
